MutationSymbol,MutationGeneID,RegulatorType,MutationRegulatorEdge,MutationRegulonEdge,SpearmanCorrelationTFAndEigenGene,RMST_diff_UnderActiveMinusOverActiveMGMTUnMeth,RMST_diff_UnderActiveMinusOverActiveMGMTMeth,Cox_HR_Training,IfCancerDriverMutation,IfDETFForTCGAGBM,IfCRISPR-Cas9SignificantTF,RNAiTFGeneEssentialityAchilles,Drug,DrugMechOfAction,Miner_Target_Type,DrugTrialPhaseGBM,Cancer_PhaseIV,DrugTargetAll,DrugRegulonAll,DrugRegulonOverActive,DrugRegulonUnderActive,DrugProgramAll,DrugProgramOverActive,DrugProgramUnderActive
IDH1,ENSG00000138413,TF,-1,3.694229497,-0.346417483,-617.7666667,-297.9393939,-2.457740034,yes,yes,yes,0.129286863,ORPHENADRINE,Histamine H1 receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,"HRH1,SCN3A,SCN5A,SCN9A","411,432,462,482,642,678,837,838,943,1178,1503,1729,1939,1940,2031,2033,2085,2106,2158,2519,3115,3153","462,482,642,678,837,838,1729,1939,1940,2031,2033,2085,2106,2519,3115,3153",NA,"5,30,42,48,77,81,91,126","42,48,77,81,91",5
IDH1,ENSG00000138413,TF,-1,3.694229497,-0.346417483,-617.7666667,-297.9393939,-2.457740034,yes,yes,yes,0.129286863,RILUZOLE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
IDH1,ENSG00000138413,TF,-1,3.694229497,-0.346417483,-617.7666667,-297.9393939,-2.457740034,yes,yes,yes,0.129286863,ROPIVACAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
IDH1,ENSG00000138413,TF,-1,3.694229497,-0.346417483,-617.7666667,-297.9393939,-2.457740034,yes,yes,yes,0.129286863,TOPIRAMATE,Carbonic anhydrase II inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,"CA2,GABRA3,GRIA2,SCN3A,SCN5A,SCN9A","329,405,411,432,943,1096,1100,1153,1178,1503,1638,1939,1977,2031,2106,2158","329,405,1096,1153,1638,1939,1977,2031,2106",NA,"5,30,48,73,77,81,91,126,133","48,73,77,81,91",5
TP53,ENSG00000141510,TF,-1,3.769280586,-0.346417483,-617.7666667,-297.9393939,-2.457740034,yes,yes,yes,0.129286863,LIDOCAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
TP53,ENSG00000141510,TF,-1,3.769280586,-0.346417483,-617.7666667,-297.9393939,-2.457740034,yes,yes,yes,0.129286863,ORPHENADRINE,Histamine H1 receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,"HRH1,SCN3A,SCN5A,SCN9A","411,432,462,482,642,678,837,838,943,1178,1503,1729,1939,1940,2031,2033,2085,2106,2158,2519,3115,3153","462,482,642,678,837,838,1729,1939,1940,2031,2033,2085,2106,2519,3115,3153",NA,"5,30,42,48,77,81,91,126","42,48,77,81,91",5
TP53,ENSG00000141510,TF,-1,3.769280586,-0.346417483,-617.7666667,-297.9393939,-2.457740034,yes,yes,yes,0.129286863,RILUZOLE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
TP53,ENSG00000141510,TF,-1,3.769280586,-0.346417483,-617.7666667,-297.9393939,-2.457740034,yes,yes,yes,0.129286863,ROPIVACAINE,Sodium channel alpha subunit blocker,RegulonGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
TP53,ENSG00000141510,TF,-1,3.769280586,-0.346417483,-617.7666667,-297.9393939,-2.457740034,yes,yes,yes,0.129286863,TOPIRAMATE,Carbonic anhydrase II inhibitor,RegulonGene,#N/A,AntiCancerPhaseIV,"CA2,GABRA3,GRIA2,SCN3A,SCN5A,SCN9A","329,405,411,432,943,1096,1100,1153,1178,1503,1638,1939,1977,2031,2106,2158","329,405,1096,1153,1638,1939,1977,2031,2106",NA,"5,30,48,73,77,81,91,126,133","48,73,77,81,91",5
SCN9A,ENSG00000169432,TF,-1,-2.560001494,0.317997393,216.0361648,161.4642857,2.750511975,NA,yes,#N/A,-0.058777177,LIDOCAINE,Sodium channel alpha subunit blocker,MutationGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
SCN9A,ENSG00000169432,TF,-1,-2.560001494,0.317997393,216.0361648,161.4642857,2.750511975,NA,yes,#N/A,-0.058777177,ORPHENADRINE,Histamine H1 receptor antagonist,MutationGene,#N/A,AntiCancerPhaseIV,"HRH1,SCN3A,SCN5A,SCN9A","411,432,462,482,642,678,837,838,943,1178,1503,1729,1939,1940,2031,2033,2085,2106,2158,2519,3115,3153","462,482,642,678,837,838,1729,1939,1940,2031,2033,2085,2106,2519,3115,3153",NA,"5,30,42,48,77,81,91,126","42,48,77,81,91",5
SCN9A,ENSG00000169432,TF,-1,-2.560001494,0.317997393,216.0361648,161.4642857,2.750511975,NA,yes,#N/A,-0.058777177,RILUZOLE,Sodium channel alpha subunit blocker,MutationGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
SCN9A,ENSG00000169432,TF,-1,-2.560001494,0.317997393,216.0361648,161.4642857,2.750511975,NA,yes,#N/A,-0.058777177,ROPIVACAINE,Sodium channel alpha subunit blocker,MutationGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
SCN9A,ENSG00000169432,TF,-1,-2.560001494,0.317997393,216.0361648,161.4642857,2.750511975,NA,yes,#N/A,-0.058777177,TOPIRAMATE,Carbonic anhydrase II inhibitor,MutationGene,#N/A,AntiCancerPhaseIV,"CA2,GABRA3,GRIA2,SCN3A,SCN5A,SCN9A","329,405,411,432,943,1096,1100,1153,1178,1503,1638,1939,1977,2031,2106,2158","329,405,1096,1153,1638,1939,1977,2031,2106",NA,"5,30,48,73,77,81,91,126,133","48,73,77,81,91",5
SCN9A,ENSG00000169432,TF,-1,-2.431062202,0.849485157,204.1468254,45.56060606,2.242280506,NA,#N/A,yes,-0.032298401,LIDOCAINE,Sodium channel alpha subunit blocker,MutationGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
SCN9A,ENSG00000169432,TF,-1,-2.431062202,0.849485157,204.1468254,45.56060606,2.242280506,NA,#N/A,yes,-0.032298401,ORPHENADRINE,Histamine H1 receptor antagonist,MutationGene,#N/A,AntiCancerPhaseIV,"HRH1,SCN3A,SCN5A,SCN9A","411,432,462,482,642,678,837,838,943,1178,1503,1729,1939,1940,2031,2033,2085,2106,2158,2519,3115,3153","462,482,642,678,837,838,1729,1939,1940,2031,2033,2085,2106,2519,3115,3153",NA,"5,30,42,48,77,81,91,126","42,48,77,81,91",5
SCN9A,ENSG00000169432,TF,-1,-2.431062202,0.849485157,204.1468254,45.56060606,2.242280506,NA,#N/A,yes,-0.032298401,RILUZOLE,Sodium channel alpha subunit blocker,MutationGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
SCN9A,ENSG00000169432,TF,-1,-2.431062202,0.849485157,204.1468254,45.56060606,2.242280506,NA,#N/A,yes,-0.032298401,ROPIVACAINE,Sodium channel alpha subunit blocker,MutationGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
SCN9A,ENSG00000169432,TF,-1,-2.431062202,0.849485157,204.1468254,45.56060606,2.242280506,NA,#N/A,yes,-0.032298401,TOPIRAMATE,Carbonic anhydrase II inhibitor,MutationGene,#N/A,AntiCancerPhaseIV,"CA2,GABRA3,GRIA2,SCN3A,SCN5A,SCN9A","329,405,411,432,943,1096,1100,1153,1178,1503,1638,1939,1977,2031,2106,2158","329,405,1096,1153,1638,1939,1977,2031,2106",NA,"5,30,48,73,77,81,91,126,133","48,73,77,81,91",5
SCN9A,ENSG00000169432,TF,-1,-2.603859288,0.550231551,67.875,-42.66666667,2.110418,NA,yes,yes,0.02852884,LIDOCAINE,Sodium channel alpha subunit blocker,MutationGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
SCN9A,ENSG00000169432,TF,-1,-2.603859288,0.550231551,67.875,-42.66666667,2.110418,NA,yes,yes,0.02852884,ORPHENADRINE,Histamine H1 receptor antagonist,MutationGene,#N/A,AntiCancerPhaseIV,"HRH1,SCN3A,SCN5A,SCN9A","411,432,462,482,642,678,837,838,943,1178,1503,1729,1939,1940,2031,2033,2085,2106,2158,2519,3115,3153","462,482,642,678,837,838,1729,1939,1940,2031,2033,2085,2106,2519,3115,3153",NA,"5,30,42,48,77,81,91,126","42,48,77,81,91",5
SCN9A,ENSG00000169432,TF,-1,-2.603859288,0.550231551,67.875,-42.66666667,2.110418,NA,yes,yes,0.02852884,RILUZOLE,Sodium channel alpha subunit blocker,MutationGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
SCN9A,ENSG00000169432,TF,-1,-2.603859288,0.550231551,67.875,-42.66666667,2.110418,NA,yes,yes,0.02852884,ROPIVACAINE,Sodium channel alpha subunit blocker,MutationGene,#N/A,AntiCancerPhaseIV,"SCN3A,SCN5A,SCN9A","411,432,943,1178,1503,2158",NA,NA,"5,30,77,81,126","77,81",5
SCN9A,ENSG00000169432,TF,-1,-2.603859288,0.550231551,67.875,-42.66666667,2.110418,NA,yes,yes,0.02852884,TOPIRAMATE,Carbonic anhydrase II inhibitor,MutationGene,#N/A,AntiCancerPhaseIV,"CA2,GABRA3,GRIA2,SCN3A,SCN5A,SCN9A","329,405,411,432,943,1096,1100,1153,1178,1503,1638,1939,1977,2031,2106,2158","329,405,1096,1153,1638,1939,1977,2031,2106",NA,"5,30,48,73,77,81,91,126,133","48,73,77,81,91",5
ATRX,ENSG00000085224,TF,1,-4.557615519,-0.561605464,461.9833333,614.9375,3.748039545,yes,yes,#N/A,0.083365205,LEVOTHYROXINE,Thyroid hormone receptor agonist,RegulatorGene,#N/A,AntiCancerPhaseIV,THRA,"4,6,14",NA,4,"0,2,33",0,2
ATRX,ENSG00000085224,TF,1,-4.598228236,-0.742742077,427.2034392,110.2727273,3.07468144,yes,yes,#N/A,0.083365205,LEVOTHYROXINE,Thyroid hormone receptor agonist,RegulatorGene,#N/A,AntiCancerPhaseIV,THRA,"4,6,14",NA,4,"0,2,33",0,2
ATRX,ENSG00000085224,TF,1,-2.592200444,-0.377760894,433.3660131,91.29747899,2.567828209,yes,yes,#N/A,0.083365205,LEVOTHYROXINE,Thyroid hormone receptor agonist,RegulatorGene,#N/A,AntiCancerPhaseIV,THRA,"4,6,14",NA,4,"0,2,33",0,2
IDH1,ENSG00000138413,TF,1,-7.183423488,-0.561605464,461.9833333,614.9375,3.748039545,yes,yes,#N/A,0.083365205,LEVOTHYROXINE,Thyroid hormone receptor agonist,RegulatorGene,#N/A,AntiCancerPhaseIV,THRA,"4,6,14",NA,4,"0,2,33",0,2
IDH1,ENSG00000138413,TF,1,-6.20541669,-0.742742077,427.2034392,110.2727273,3.07468144,yes,yes,#N/A,0.083365205,LEVOTHYROXINE,Thyroid hormone receptor agonist,RegulatorGene,#N/A,AntiCancerPhaseIV,THRA,"4,6,14",NA,4,"0,2,33",0,2
IDH1,ENSG00000138413,TF,1,-2.384368228,-0.377760894,433.3660131,91.29747899,2.567828209,yes,yes,#N/A,0.083365205,LEVOTHYROXINE,Thyroid hormone receptor agonist,RegulatorGene,#N/A,AntiCancerPhaseIV,THRA,"4,6,14",NA,4,"0,2,33",0,2
AHNAK2,ENSG00000185567,TF,-1,-2.222454042,0.494010097,353.2533386,79.89384921,2.333677379,NA,yes,#N/A,0.04207445,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.172241043,0.812814349,381.872549,79.6713352,2.470220159,NA,yes,#N/A,0.043239717,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.172328804,0.704293335,342.0358974,37.64384921,2.286965386,NA,yes,#N/A,-0.068933334,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.196328664,0.732438516,353.0517024,-4.406926407,2.36389902,NA,#N/A,#N/A,-0.045695074,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.115779834,0.822776892,378.1844554,-61.0625,2.269124307,NA,yes,#N/A,0.043239717,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.222454042,0.494010097,353.2533386,79.89384921,2.333677379,NA,yes,#N/A,0.04207445,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.172241043,0.812814349,381.872549,79.6713352,2.470220159,NA,yes,#N/A,0.043239717,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.172328804,0.704293335,342.0358974,37.64384921,2.286965386,NA,yes,#N/A,-0.068933334,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.196328664,0.732438516,353.0517024,-4.406926407,2.36389902,NA,#N/A,#N/A,-0.045695074,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.115779834,0.822776892,378.1844554,-61.0625,2.269124307,NA,yes,#N/A,0.043239717,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.566289742,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.520929955,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.566289742,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.520929955,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
GPR98,NA,TF,-1,-2.204320774,0.316741107,341.9055331,22.15873016,2.715738925,NA,yes,#N/A,NA,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
GPR98,NA,TF,-1,-2.225406804,0.616066312,356.0760684,-11.82608696,2.446933198,NA,#N/A,yes,-0.032298401,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
GPR98,NA,TF,-1,-2.204320774,0.316741107,341.9055331,22.15873016,2.715738925,NA,yes,#N/A,NA,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
GPR98,NA,TF,-1,-2.225406804,0.616066312,356.0760684,-11.82608696,2.446933198,NA,#N/A,yes,-0.032298401,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.63844727,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.63844727,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
MUC17,ENSG00000169876,TF,1,2.943336999,0.812814349,381.872549,79.6713352,2.470220159,NA,yes,#N/A,0.043239717,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
MUC17,ENSG00000169876,TF,1,3.019814499,0.631754842,405.1296453,52.22539683,2.390289227,NA,#N/A,#N/A,0.069499965,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
MUC17,ENSG00000169876,TF,1,2.863266617,0.60606359,341.0974359,50.74810606,2.403942114,NA,yes,yes,0.100724844,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
MUC17,ENSG00000169876,TF,1,2.94398845,0.511500194,388.2571429,48.74810606,2.714444967,NA,yes,yes,-0.009695219,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
MUC17,ENSG00000169876,TF,1,2.947923378,0.704293335,342.0358974,37.64384921,2.286965386,NA,yes,#N/A,-0.068933334,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
MUC17,ENSG00000169876,TF,1,2.869876094,0.732438516,353.0517024,-4.406926407,2.36389902,NA,#N/A,#N/A,-0.045695074,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
MUC17,ENSG00000169876,TF,1,2.83206644,0.616066312,356.0760684,-11.82608696,2.446933198,NA,#N/A,yes,-0.032298401,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
MUC17,ENSG00000169876,TF,1,2.993138216,0.560775682,358.4192377,-29.88888889,2.45227828,NA,yes,#N/A,-0.017328457,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
MUC17,ENSG00000169876,TF,1,2.816125744,0.822776892,378.1844554,-61.0625,2.269124307,NA,yes,#N/A,0.043239717,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
MUC17,ENSG00000169876,TF,1,2.943336999,0.812814349,381.872549,79.6713352,2.470220159,NA,yes,#N/A,0.043239717,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
MUC17,ENSG00000169876,TF,1,3.019814499,0.631754842,405.1296453,52.22539683,2.390289227,NA,#N/A,#N/A,0.069499965,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
MUC17,ENSG00000169876,TF,1,2.863266617,0.60606359,341.0974359,50.74810606,2.403942114,NA,yes,yes,0.100724844,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
MUC17,ENSG00000169876,TF,1,2.94398845,0.511500194,388.2571429,48.74810606,2.714444967,NA,yes,yes,-0.009695219,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
MUC17,ENSG00000169876,TF,1,2.947923378,0.704293335,342.0358974,37.64384921,2.286965386,NA,yes,#N/A,-0.068933334,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
MUC17,ENSG00000169876,TF,1,2.869876094,0.732438516,353.0517024,-4.406926407,2.36389902,NA,#N/A,#N/A,-0.045695074,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
MUC17,ENSG00000169876,TF,1,2.83206644,0.616066312,356.0760684,-11.82608696,2.446933198,NA,#N/A,yes,-0.032298401,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
MUC17,ENSG00000169876,TF,1,2.993138216,0.560775682,358.4192377,-29.88888889,2.45227828,NA,yes,#N/A,-0.017328457,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
MUC17,ENSG00000169876,TF,1,2.816125744,0.822776892,378.1844554,-61.0625,2.269124307,NA,yes,#N/A,0.043239717,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,RegulonGene,Phase 3,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
NF1,ENSG00000196712,TF,1,2.450562045,0.494010097,353.2533386,79.89384921,2.333677379,yes,yes,#N/A,0.04207445,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
NF1,ENSG00000196712,TF,1,2.425771725,0.812814349,381.872549,79.6713352,2.470220159,yes,yes,#N/A,0.043239717,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
NF1,ENSG00000196712,TF,1,2.613402251,0.631754842,405.1296453,52.22539683,2.390289227,yes,#N/A,#N/A,0.069499965,IMIQUIMOD,Toll-like receptor 7 agonist,RegulonGene,Phase 2,AntiCancerPhaseIV,TLR7,"34,115,290,378,402,436,440,457,480,536,652,787",NA,"34,115,290,378,402,436,440,457,480,536,652,787",2,NA,2
